id,English,Chinese (Traditional),Chinese (Simplified),Vietnamese
A_Gem,Gem,寶石,宝石,ジェム,보석,Gema,Juwel,Joia,Gemme,Самоцвет,Klejnot,جواهر,الأحجار الكريمة,อัญมณี,Đá
new_c12_talk1,Do you need a power bank?,需要充電寶嗎,需要充电宝吗,モバイルバッテリーはいかが？,파워 뱅크가 필요하신가요?,¿Necesitas una batería portátil?,Brauchst du eine Powerbank?,Precisa de uma reserva de energia?,Tu as besoin d'une batterie de secours ?,Не нужна зарядка?,Potrzebujesz powerbanku?,پاور بانک نیاز داری؟,هل تحتاج إلى مُخزن طاقة؟,เอา พา ว เวอร์ แบงก์ ไหม?,Cần cục sạc dự phòng không
new_c12_talk2,"Me, Robot.",俺，機器人,俺，机器人,わたしはロボット。,전 로봇입니다.,"Yo, robot.","Ich, Roboter.","Sou eu, o Robô.","Moi, Robot.","Это я, робот.","Ja, robot.",من، رباتم,أنا، روبوت.,ข้า เห รอ หุ่น ยนต์,"Tôi, Robot"
new_c12_talk3,I dream of an electric sheep all the time. So I asked Engineer to design one for me.,我時常夢到一隻羊，所以我讓工程師幫我設計了出來,我时常梦到一只羊，所以我让工程师帮我设计了出来,ずっと電気羊の夢を見ていたら、エンジニアが作ってくれた。,전 언제나 전기양의 꿈을 꾸죠. 그래서 기술자 님께 하나 만들어 달라고 했습니다.,"Siempre sueño con una oveja eléctrica. Por eso, le pedí al ingeniero que me diseñara una.","Ich träume die ganze Zeit von einem elektrischen Schaf. Also bat ich den Ingenieur, einen für mich zu entwerfen.","Eu sonho o tempo todo em ter um carneiro elétrico. Por isso, pedi ao engenheiro para criar um para mim.",Je rêve tout le temps d'un mouton électrique. Alors j'ai demandé à l'ingénieur de m'en fabriquer un.,Мне все время снятся электрические овцы. Так что я попросил инженера собрать для меня такую.,"Marzę o elektrycznym baranku, więc poprosiłem o niego inżyniera.",همیشه یه گوسفند الکتریکی میخواستم. از مهندس خواستم برام یکی طراحی کنه.,أحلم بخروف كهربائي طوال الوقت. لذلك طلبت من المهندس تصميم واحد لي.,ข้า ฝัน ถึง แกะ ไฟฟ้า ตลอด เวลา เลย ข้า เลย ไป ถาม วิศวกร ให้ ออกแบบ ให้ ข้า สัก ตัว,"Tôi thường mơ thấy một con cừu, nên tơi nhờ kiến trúc sư giúp tôi thiết kết ra"
new_c13_talk1,I like wrestling.,我喜歡摔跤,我喜欢摔跤,プロレスが好きだ。,난 레슬링이 좋아.,Me gusta la lucha libre.,Ich mag Wrestling.,Eu gosto de luta olímpica.,J'aime la lutte.,Обожаю драться.,Lubię zapasy.,کشتی گیری رو دوست دارم.,أنا أحب المصارعة.,ข้า ชอบ มวย ปล้ำ,Tôi thích đấu vật
new_c13_talk2,You will be the first to fall.,我賭你會先倒下,我赌你会先倒下,フォールしてやる。,너부터 떨어질 거다.,Serás el primero en caer.,"Du wirst der Erste sein, der fällt.",Você vai ser o primeiro a cair.,Tu tomberas en premier.,Тебе меня не одолеть.,Przegrasz.,تو اولین کسی هستی که زمین میزنم.,ستكون أول من يسقط.,นาย อยาก ล้ม คน แรก ไหม,Tôi cược bạn sẽ ngã trước
new_c13_talk3,My wrist sores.,手腕有點酸,手腕有点酸,手首を痛めたようだ。,손목이 아프군.,Me duele la muñeca.,Mein Handgelenk schmerzt.,Meu pulso está doendo.,J'ai mal aux poignets.,Кулаки ноют.,Boli mnie nadgarstek.,مچم درد میکنه.,رسغ يدي مُتقرح.,ปวด ข้อ มือ จัง,Cổ tay hơi mỏi
new_c14_talk1,I took the path less traveled by.,哼！只要做的事情正確就行,哼！只要做的事情正确就行,もう人気のない道に入ってしまった。,난 남들이 덜 가는 길을 가지.,Tomé el camino menos transitado.,"Ich nahm den Weg, der weniger befahren war.",Peguei o caminho menos percorrido.,"Non, je préfère sortir des sentiers battus.",Я не ищу легких путей.,Podążam tą mniej uczęszczaną.,یه مسیر خلوت انتخاب میکنم.,سلكت المسار غير المألوف.,ข้า เลือก ทาง ที่ น้อย คน เลือก เดิน,Chỉ cần việc mình làm đúng đắn là được
new_c14_talk2,Can't deny that I do have a style.,穿衣搭配這方面我很有自信,穿衣搭配这方面我很有自信,センスがいい点は否定しない。,솔직히 내 스타일이 멋지긴 하잖아.,No puedes negar que tengo estilo.,"Ich kann nicht leugnen, dass ich einen Stil habe.",Não dá para negar que eu tenho estilo.,C'est vrai que j'ai du style.,"Люблю одеваться красиво, что тут скажешь.",Nie da się ukryć.,من سبک خاص خودمو دارم.,لا يمكن أن أنكر أن لدي أسلوبًا.,ปฏิเสธ ไม่ ได้ จริงๆ ว่า ข้า มี สไตล์,Về mặt phối đồ tôi rất tự tin
new_c16_talk2,"Evil and filth, disperse! Tao and qi, prevail!",凶穢消散，道炁長存,凶秽消散，道炁长存,悪よ、穢れよ、退散せよ！道よ、気よ、永遠に！,"사악한 것들아, 물러가라! 도와 기가 승리하리라!","¡Desaparezcan, maldad e inmundicia! ¡Prevalezcan, tao y chi!","Böses und Abschaum, zerstreut euch! Tao und Qi, obsiegt!","Mal e imundície, dissipem-se! Tao e qi, prevaleçam!",Que le mal et la souillure se dispersent ! Que le tao et le qi prévalent !,Я рассею зло и тьму! Да пребудет сила дао и ци!,Niech zło i nikczemność przepadną! Tao i qi zwyciężą!,شرارت و پلیدی، پراکنده شوید! تائو و چی، غالب شوید!,الشر والفساد ينتشران! تاو وكيو يسيطران!,ความ ชั่ว และ ความ โสมม จน สลาย ไป! เต๋า และ ชี่ จงเจริญ!,"Hung tà tiêu tan, đạo khí trường tồn"
new_c16_talk3,"Swords, I command you to follow the divine path that I lead.",白帝聖劍！禦劍跟著我！,白帝圣剑！御剑跟着我！,我が剣よ、我の導く神道に従いたまえ。,"검이여, 내가 이끄는 정도를 따르라.","Espadas, les ordeno que sigan el camino divino que trazo.","Schwerter, ich befehle euch, dem göttlichen Pfad zu folgen, auf dem ich schreite!","Espadas, eu ordeno que vocês sigam o caminho divino que eu traço.","Épées, je vous commande de suivre le chemin divin que j'emprunte.","Мечи, повелеваю: следуйте священною тропою, что проложу я.","Miecze, rozkazuję wam podążać wskazaną przeze mnie boską ścieżką.",شمشیرها، شما را دعوت می‌کنم که از راه الهی که من نشان می​دهم پیروی کنید.,السيوف، أوصيك بأن تتبع المسار الإلهي الذي أسلكه.,กระบี่ เอ่ย ข้า ขอ สั่ง ให้ เจ้า ไป ตาม เส้น ทาง ศักดิ์สิทธิ์ ที่ ข้า นำทาง,Bạch Đế Thánh Kiếm! Cầm kiếm đi theo tôi!
new_c17_talk1,Time to me is like a sandbox.,時間在我眼裡就像是一塊沙盤,时间在我眼里就像是一块沙盘,私にとって時間は砂場のようなもの。,시간은 내겐 모래상자 같아.,"Para mí, el tiempo es como un juego de niños.",Zeit ist für mich wie ein Sandkasten.,"Para mim, o tempo é como uma caixa de areia.","Pour moi, le temps est comme un sablier.",Для меня время похоже на песочницу.,Czas jest dla mnie niczym piaskownica.,زمان برای من مانند جعبه شنی است.,الوقت بالنسبة لي مثل صندوق رمل.,เวลา สำหรับ ข้า ก็ เหมือน กล่อง ทราย,Thời gian trong mắt tôi chính là một thau cát rời
new_c17_talk10,Don't be humbled by my presence.,不用因為我的出現而感到謙卑,不用因为我的出现而感到谦卑,私という存在にかしこまらないでください。,내 존재 앞에서 주눅들 것 없다.,Que mi presencia no te abrume.,Lass dich von meiner Präsenz nicht einschüchtern.,Não se intimide com a minha presença.,Ne laissez pas ma présence vous intimider.,Так что не обращай внимания на мое присутствие.,Niech moja obecność cię nie onieśmiela.,با حضور من خوار نشوید.,لا تتواضع في حضوري.,ไม่ ต้อง อ่อนน้อม ต่อ หน้า ข้า,Đừng vì sự xuất hiện của tôi mà cảm thấy nhỏ bé
new_c17_talk11,Leave! Don't waste time between you and me.,離開吧，不要浪費時間在你我之間,离开吧，不要浪费时间在你我之间,立ち去りなさい！あなたと私の間の時間を無駄にするのはやめましょう。,가라! 나와 너 사이에서 시간을 낭비하지 마라.,¡Márchate! No nos hagas perder el tiempo a ambos.,Geh! Du solltest keine Zeit verlieren.,Vá embora! Não perca tempo entre mim e você.,Partez ! Ne gaspillez pas notre temps.,Уходи! Не трать зря наше время.,Odejdź! Nie marnuj naszego czasu.,برو! بین من و شما وقت تلف نکنید.,ارحل! لا تضيع الوقت بيني وبينك.,ไป เสีย อย่า เสีย เวลา ระหว่าง นาย กับ ข้า,"Đi đi, đừng lãng phí thời gian cho chúng ta"
new_c17_talk2,And your life is like a stream flowing through it.,你的一生就像是流在沙盤上的水,你的一生就像是流在沙盘上的水,そしてあなたの人生はそこを流れる小川のようなものです。,그리고 네 삶은 그걸 관통하는 물줄기 같지.,Y tu vida es como un arroyo que fluye por él.,"Und dein Leben ist wie ein Fluss, der hindurchfließt.",E sua vida é como um riacho que corre por ela.,Et votre vie est comme l'écoulement des grains de sable à l'intérieur.,"А жизнь — на ручей, текущий сквозь нее.",A twoje życie jest jak płynący przez nią potok.,و زندگی شما مانند جریانی است که از میان آن عبور می​کند.,وحياتك مثل نهر يتدفق من خلاله.,และ ชีวิต ของ นาย ก็ เป็นก ระ แส ที่ ไหล ผ่าน,Cuộc đời bạn giống như nước chảy trên thau cát
new_c17_talk3,If the stream splits...,如果水流分叉了,如果水流分叉了,小川が分岐した場合…,물줄기가 나눠진다면...,Si el arroyo se divide...,Wenn der Fluss sich teilt ...,Se o riacho se dividir...,Si cet écoulement est divisé...,И если ручей разделяется...,Jeśli potok się rozdzieli...,اگر جریان تقسیم شود ...,إذا انشق النهر...,หาก กระแส แตกแยก...,Nếu dòng nước tách ra
new_c17_talk4,Hence comes forth the parallel universe where the other you is in.,那麼便產生了關於你的平行世界,那么便产生了关于你的平行世界,そうすると、他のあなたがいる並行世界が出現します。,또 다른 네가 있는 평행 우주가 생기는 거야.,Se produce un universo paralelo en el que se encuentra el otro tú.,"Dann erscheint das Paralleluniversum, in dem dein anderes Ich lebt.","Daí surge o universo paralelo, onde se encontra seu outro eu.",Un univers parallèle se crée avec une autre version de vous.,"Возникает параллельная вселенная, в которой находится другой ты.","Odsłoni wszechświat równoległy, gdzie znajdziesz swoje lustrzane odbicie.",پس جهان موازی ظاهر می​شود که خود دیگر شما در آنجاست.,من هنا يأتي الكون الموازي حيث تكون أنت الطرف الآخر.,สิ่ง ที่ เกิด คือ จักรวาล คู่ ขนาน ที่ นาย อีก คน อาศัย อยู่,Sẽ tạo ra thế giới song song liên quan đến bạn
